Northgate,North Dakota,3406,US-Canada Border,2019,Train Passengers,17,48.999,-102.275,POINT (-102.27475 48.998833)
Andrade,California,2502,US-Mexico Border,2019,Pedestrians,75023,32.718,-114.728,POINT (-114.72832 32.718143)
Roseau,Minnesota,3426,US-Canada Border,2021,Personal Vehicle Passengers,603,49.000,-95.766,POINT (-95.766469 48.999538)
Richford,Vermont,0203,US-Canada Border,2020,Personal Vehicle Passengers,302,45.012,-72.589,POINT (-72.588559 45.01174)
Nighthawk,Washington,3011,US-Canada Border,2019,Personal Vehicles,255,49.000,-119.671,POINT (-119.67103 49.000144)
Roma,Texas,2310,US-Mexico Border,2019,Buses,31,26.404,-99.019,POINT (-99.018981 26.403928)
Maida,North Dakota,3416,US-Canada Border,2020,Trucks,27,49.000,-98.365,POINT (-98.36525 49.00025)
Pembina,North Dakota,3401,US-Canada Border,2020,Rail Containers Loaded,7989,49.000,-97.237,POINT (-97.237036 49.000453)
Fort Kent,Maine,0110,US-Canada Border,2019,Personal Vehicle Passengers,14056,47.249,-68.604,POINT (-68.603918 47.249206)
Vanceboro,Maine,0105,US-Canada Border,2020,Personal Vehicles,172,45.569,-67.429,POINT (-67.428541 45.568761)
Laurier,Washington,3016,US-Canada Border,2020,Truck Containers Loaded,271,49.000,-118.224,POINT (-118.223777 49.000083)
Blaine,Washington,3004,US-Canada Border,2021,Trains,176,48.994,-122.749,POINT (-122.748884 48.994045)
Houlton,Maine,0106,US-Canada Border,2022,Truck Containers Empty,1229,46.135,-67.781,POINT (-67.781288 46.134879)
Ogdensburg,New York,0701,US-Canada Border,2022,Trucks,3155,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Lancaster,Minnesota,3430,US-Canada Border,2020,Trucks,333,49.000,-96.801,POINT (-96.800527 49.000194)
Progreso,Texas,2309,US-Mexico Border,2020,Personal Vehicles,101514,26.062,-97.950,POINT (-97.949958 26.062133)
El Paso,Texas,2402,US-Mexico Border,2020,Truck Containers Loaded,3106,31.764,-106.451,POINT (-106.451188 31.764363)
Warroad,Minnesota,3423,US-Canada Border,2022,Truck Containers Empty,337,48.999,-95.377,POINT (-95.376555 48.999)
Hansboro,North Dakota,3415,US-Canada Border,2019,Trucks,18,49.000,-99.347,POINT (-99.346527 48.999583)
Eagle Pass,Texas,2303,US-Mexico Border,2022,Truck Containers Empty,5718,28.705,-100.512,POINT (-100.511977 28.705483)
Trout River,New York,0715,US-Canada Border,2022,Rail Containers Empty,744,44.992,-74.308,POINT (-74.308172 44.992058)
Frontier,Washington,3020,US-Canada Border,2022,Truck Containers Loaded,645,49.000,-117.832,POINT (-117.831527 49.0005)
Roma,Texas,2310,US-Mexico Border,2020,Truck Containers Empty,918,26.404,-99.019,POINT (-99.018981 26.403928)
Point Roberts,Washington,3017,US-Canada Border,2022,Personal Vehicles,40491,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Danville,Washington,3012,US-Canada Border,2021,Truck Containers Loaded,25,49.000,-118.504,POINT (-118.503722 49.000083)
Norton,Vermont,0211,US-Canada Border,2019,Rail Containers Loaded,748,45.011,-71.793,POINT (-71.793219 45.010771)
Sherwood,North Dakota,3414,US-Canada Border,2021,Truck Containers Loaded,41,48.999,-101.628,POINT (-101.627527 48.999305)
Hidalgo,Texas,2305,US-Mexico Border,2020,Pedestrians,178722,26.095,-98.271,POINT (-98.271092 26.095032)
Bridgewater,Maine,0127,US-Canada Border,2020,Personal Vehicles,207,46.450,-67.785,POINT (-67.78484 46.450335)
Piegan,Montana,3316,US-Canada Border,2020,Personal Vehicles,439,48.998,-113.379,POINT (-113.378777 48.998083)
Progreso,Texas,2309,US-Mexico Border,2021,Trucks,5180,26.062,-97.950,POINT (-97.949958 26.062133)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2019,Bus Passengers,1124,46.509,-84.361,POINT (-84.360833 46.508611)
Portal,North Dakota,3403,US-Canada Border,2022,Rail Containers Empty,5692,48.999,-102.552,POINT (-102.551944 48.998944)
Warroad,Minnesota,3423,US-Canada Border,2019,Bus Passengers,375,48.999,-95.377,POINT (-95.376555 48.999)
Laredo,Texas,2304,US-Mexico Border,2021,Truck Containers Empty,54383,27.500,-99.507,POINT (-99.507412 27.499561)
Calexico East,California,2507,US-Mexico Border,2019,Rail Containers Loaded,42,32.673,-115.388,POINT (-115.388018 32.673389)
Sasabe,Arizona,2606,US-Mexico Border,2019,Personal Vehicle Passengers,4644,31.483,-111.544,POINT (-111.544363 31.483039)
Del Bonita,Montana,3322,US-Canada Border,2021,Truck Containers Empty,96,48.999,-112.788,POINT (-112.78825 48.998555)
Brownsville,Texas,2301,US-Mexico Border,2020,Truck Containers Empty,16033,25.952,-97.401,POINT (-97.40067 25.95155)
Dalton Cache,Alaska,3106,US-Canada Border,2021,Truck Containers Loaded,6,59.451,-136.362,POINT (-136.361944 59.450556)
Otay Mesa,California,2506,US-Mexico Border,2019,Buses,916,32.550,-116.939,POINT (-116.938538 32.55033)
Opheim,Montana,3317,US-Canada Border,2020,Truck Containers Loaded,4,49.000,-106.378,POINT (-106.377583 48.999527)
Neche,North Dakota,3404,US-Canada Border,2021,Personal Vehicles,164,49.001,-97.557,POINT (-97.557333 49.000527)
Calais,Maine,0115,US-Canada Border,2022,Trains,19,45.189,-67.275,POINT (-67.275381 45.188548)
Lukeville,Arizona,2602,US-Mexico Border,2020,Trucks,64,31.880,-112.817,POINT (-112.817077 31.880195)
Skagway,Alaska,3103,US-Canada Border,2021,Truck Containers Loaded,108,59.630,-135.164,POINT (-135.164444 59.629722)
El Paso,Texas,2402,US-Mexico Border,2019,Trucks,65559,31.764,-106.451,POINT (-106.451188 31.764363)
Skagway,Alaska,3103,US-Canada Border,2019,Trucks,204,59.630,-135.164,POINT (-135.164444 59.629722)
Otay Mesa,California,2506,US-Mexico Border,2022,Pedestrians,240767,32.550,-116.939,POINT (-116.938538 32.55033)
Douglas,Arizona,2601,US-Mexico Border,2022,Personal Vehicles,112190,31.334,-109.560,POINT (-109.560344 31.334043)
Maida,North Dakota,3416,US-Canada Border,2022,Personal Vehicle Passengers,162,49.000,-98.365,POINT (-98.36525 49.00025)
Del Rio,Texas,2302,US-Mexico Border,2015,Buses,0,29.327,-100.928,POINT (-100.927612 29.326784)
Opheim,Montana,3317,US-Canada Border,2022,Personal Vehicles,33,49.000,-106.378,POINT (-106.377583 48.999527)
Del Bonita,Montana,3322,US-Canada Border,2022,Personal Vehicles,964,48.999,-112.788,POINT (-112.78825 48.998555)
Progreso,Texas,2309,US-Mexico Border,2021,Personal Vehicle Passengers,155072,26.062,-97.950,POINT (-97.949958 26.062133)
Calexico East,California,2507,US-Mexico Border,2020,Buses,4,32.673,-115.388,POINT (-115.388018 32.673389)
Massena,New York,0704,US-Canada Border,2020,Trucks,1673,44.991,-74.740,POINT (-74.739722 44.990556)
Eastport,Maine,0103,US-Canada Border,2019,Personal Vehicles,8569,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Northgate,North Dakota,3406,US-Canada Border,2019,Rail Containers Loaded,486,48.999,-102.275,POINT (-102.27475 48.998833)
Presidio,Texas,2403,US-Mexico Border,2022,Bus Passengers,167,29.562,-104.395,POINT (-104.394907 29.561827)
Massena,New York,0704,US-Canada Border,2022,Personal Vehicles,40047,44.991,-74.740,POINT (-74.739722 44.990556)
Grand Portage,Minnesota,3613,US-Canada Border,2020,Buses,30,48.001,-89.585,POINT (-89.58515 48.001427)
Morgan,Montana,3319,US-Canada Border,2020,Trucks,21,49.000,-107.832,POINT (-107.831819 48.999829)
Brownsville,Texas,2301,US-Mexico Border,2022,Rail Containers Loaded,1770,25.952,-97.401,POINT (-97.40067 25.95155)
Calais,Maine,0115,US-Canada Border,2013,Trucks,4915,45.189,-67.275,POINT (-67.275381 45.188548)
Calexico East,California,2507,US-Mexico Border,2020,Truck Containers Loaded,13889,32.673,-115.388,POINT (-115.388018 32.673389)
Lancaster,Minnesota,3430,US-Canada Border,2019,Personal Vehicle Passengers,3384,49.000,-96.801,POINT (-96.800527 49.000194)
Pembina,North Dakota,3401,US-Canada Border,2019,Personal Vehicle Passengers,56025,49.000,-97.237,POINT (-97.237036 49.000453)
Sweetgrass,Montana,3310,US-Canada Border,2021,Truck Containers Loaded,10515,48.998,-111.960,POINT (-111.959611 48.998388)
Turner,Montana,3306,US-Canada Border,2021,Personal Vehicle Passengers,137,49.000,-108.388,POINT (-108.387916 48.999527)
El Paso,Texas,2402,US-Mexico Border,2022,Truck Containers Loaded,5800,31.764,-106.451,POINT (-106.451188 31.764363)
Richford,Vermont,0203,US-Canada Border,2022,Personal Vehicles,6247,45.012,-72.589,POINT (-72.588559 45.01174)
Calais,Maine,0115,US-Canada Border,2022,Truck Containers Empty,1863,45.189,-67.275,POINT (-67.275381 45.188548)
Roma,Texas,2310,US-Mexico Border,2019,Personal Vehicles,55671,26.404,-99.019,POINT (-99.018981 26.403928)
Jackman,Maine,0104,US-Canada Border,2019,Personal Vehicles,24913,45.806,-70.397,POINT (-70.396722 45.805661)
Wildhorse,Montana,3323,US-Canada Border,2021,Truck Containers Empty,16,48.999,-110.215,POINT (-110.215083 48.999361)
Presidio,Texas,2403,US-Mexico Border,2021,Bus Passengers,55,29.562,-104.395,POINT (-104.394907 29.561827)
Highgate Springs,Vermont,0212,US-Canada Border,2019,Trucks,8369,45.015,-73.085,POINT (-73.085037 45.015414)
Laredo,Texas,2304,US-Mexico Border,2001,Trucks,105863,27.500,-99.507,POINT (-99.507412 27.499561)
International Falls,Minnesota,3604,US-Canada Border,2019,Personal Vehicles,33817,48.608,-93.401,POINT (-93.401355 48.6078)
Port Huron,Michigan,3802,US-Canada Border,2021,Rail Containers Loaded,17171,42.999,-82.424,POINT (-82.423611 42.998611)
Metaline Falls,Washington,3025,US-Canada Border,2020,Truck Containers Empty,243,49.000,-117.299,POINT (-117.299444 48.999972)
Nogales,Arizona,2604,US-Mexico Border,2021,Bus Passengers,11279,31.333,-110.943,POINT (-110.942516 31.332839)
Point Roberts,Washington,3017,US-Canada Border,2021,Trucks,129,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Columbus,New Mexico,2406,US-Mexico Border,2021,Truck Containers Empty,219,31.784,-107.628,POINT (-107.627948 31.783742)
Calexico East,California,2507,US-Mexico Border,2022,Personal Vehicles,228118,32.673,-115.388,POINT (-115.388018 32.673389)
Roma,Texas,2310,US-Mexico Border,2000,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Naco,Arizona,2603,US-Mexico Border,2022,Personal Vehicle Passengers,46985,31.334,-109.948,POINT (-109.948413 31.334084)
Roseau,Minnesota,3426,US-Canada Border,2019,Truck Containers Empty,130,49.000,-95.766,POINT (-95.766469 48.999538)
Dalton Cache,Alaska,3106,US-Canada Border,2019,Personal Vehicle Passengers,693,59.451,-136.362,POINT (-136.361944 59.450556)
Metaline Falls,Washington,3025,US-Canada Border,2022,Buses,3,49.000,-117.299,POINT (-117.299444 48.999972)
International Falls,Minnesota,3604,US-Canada Border,2020,Buses,13,48.608,-93.401,POINT (-93.401355 48.6078)
Highgate Springs,Vermont,0212,US-Canada Border,2020,Train Passengers,50,45.015,-73.085,POINT (-73.085037 45.015414)
Westhope,North Dakota,3419,US-Canada Border,2019,Personal Vehicle Passengers,2293,49.000,-101.017,POINT (-101.017277 48.999611)
Lancaster,Minnesota,3430,US-Canada Border,2021,Personal Vehicle Passengers,85,49.000,-96.801,POINT (-96.800527 49.000194)
Massena,New York,0704,US-Canada Border,2016,Trains,0,44.991,-74.740,POINT (-74.739722 44.990556)
Naco,Arizona,2603,US-Mexico Border,2021,Personal Vehicles,21398,31.334,-109.948,POINT (-109.948413 31.334084)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2022,Truck Containers Empty,489,46.509,-84.361,POINT (-84.360833 46.508611)
Blaine,Washington,3004,US-Canada Border,2021,Personal Vehicles,17909,48.994,-122.749,POINT (-122.748884 48.994045)
Santa Teresa,New Mexico,2408,US-Mexico Border,2021,Trucks,13007,31.784,-106.679,POINT (-106.679437 31.783939)
Tecate,California,2505,US-Mexico Border,2021,Truck Containers Loaded,3651,32.576,-116.626,POINT (-116.626216 32.576428)
Morgan,Montana,3319,US-Canada Border,2016,Pedestrians,0,49.000,-107.832,POINT (-107.831819 48.999829)
Massena,New York,0704,US-Canada Border,2022,Bus Passengers,299,44.991,-74.740,POINT (-74.739722 44.990556)
Norton,Vermont,0211,US-Canada Border,2022,Personal Vehicle Passengers,3526,45.011,-71.793,POINT (-71.793219 45.010771)
Sarles,North Dakota,3409,US-Canada Border,2022,Personal Vehicle Passengers,61,49.000,-98.938,POINT (-98.938361 49.000027)
Ogdensburg,New York,0701,US-Canada Border,2022,Truck Containers Loaded,2849,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Pinecreek,Minnesota,3425,US-Canada Border,2020,Personal Vehicle Passengers,32,49.000,-95.978,POINT (-95.977694 48.999916)
Nogales,Arizona,2604,US-Mexico Border,2019,Truck Containers Loaded,23948,31.333,-110.943,POINT (-110.942516 31.332839)
Whitlash,Montana,3321,US-Canada Border,2022,Personal Vehicles,27,48.997,-111.258,POINT (-111.257916 48.99725)
Jackman,Maine,0104,US-Canada Border,2019,Bus Passengers,34,45.806,-70.397,POINT (-70.396722 45.805661)
St John,North Dakota,3405,US-Canada Border,2021,Personal Vehicles,125,48.999,-99.659,POINT (-99.659111 48.999277)
Eagle Pass,Texas,2303,US-Mexico Border,2022,Rail Containers Loaded,12398,28.705,-100.512,POINT (-100.511977 28.705483)
Norton,Vermont,0211,US-Canada Border,2019,Truck Containers Loaded,586,45.011,-71.793,POINT (-71.793219 45.010771)
Fort Kent,Maine,0110,US-Canada Border,2021,Personal Vehicles,906,47.249,-68.604,POINT (-68.603918 47.249206)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2022,Truck Containers Loaded,28173,43.095,-79.056,POINT (-79.055847 43.09549)
Hannah,North Dakota,3408,US-Canada Border,2022,Personal Vehicle Passengers,7,49.000,-98.694,POINT (-98.693777 49.000138)
Del Bonita,Montana,3322,US-Canada Border,2020,Truck Containers Empty,46,48.999,-112.788,POINT (-112.78825 48.998555)
Frontier,Washington,3020,US-Canada Border,2019,Pedestrians,6,49.000,-117.832,POINT (-117.831527 49.0005)
Noonan,North Dakota,3420,US-Canada Border,2022,Personal Vehicles,489,48.999,-103.004,POINT (-103.004361 48.999333)
Sherwood,North Dakota,3414,US-Canada Border,2008,Trucks,123,48.999,-101.628,POINT (-101.627527 48.999305)
Nogales,Arizona,2604,US-Mexico Border,2020,Truck Containers Empty,6504,31.333,-110.943,POINT (-110.942516 31.332839)
Derby Line,Vermont,0209,US-Canada Border,2019,Truck Containers Loaded,6084,45.006,-72.099,POINT (-72.099279 45.005739)
Presidio,Texas,2403,US-Mexico Border,2020,Bus Passengers,114,29.562,-104.395,POINT (-104.394907 29.561827)
Madawaska,Maine,0109,US-Canada Border,2019,Pedestrians,110,47.360,-68.329,POINT (-68.328684 47.360052)
Columbus,New Mexico,2406,US-Mexico Border,2019,Buses,103,31.784,-107.628,POINT (-107.627948 31.783742)
Cross Border Xpress,California,2582,US-Mexico Border,2022,Pedestrians,175002,32.548,-116.974,POINT (-116.974462 32.54834)
Buffalo Niagara Falls,New York,0901,US-Canada Border,2020,Train Passengers,345,43.095,-79.056,POINT (-79.055847 43.09549)
Metaline Falls,Washington,3025,US-Canada Border,2019,Buses,2,49.000,-117.299,POINT (-117.299444 48.999972)
Hannah,North Dakota,3408,US-Canada Border,2019,Trucks,7,49.000,-98.694,POINT (-98.693777 49.000138)
Westhope,North Dakota,3419,US-Canada Border,2021,Trucks,78,49.000,-101.017,POINT (-101.017277 48.999611)
Port Huron,Michigan,3802,US-Canada Border,2021,Train Passengers,514,42.999,-82.424,POINT (-82.423611 42.998611)
Danville,Washington,3012,US-Canada Border,2019,Personal Vehicles,2610,49.000,-118.504,POINT (-118.503722 49.000083)
Hansboro,North Dakota,3415,US-Canada Border,2019,Truck Containers Empty,5,49.000,-99.347,POINT (-99.346527 48.999583)
International Falls,Minnesota,3604,US-Canada Border,2020,Personal Vehicle Passengers,2106,48.608,-93.401,POINT (-93.401355 48.6078)
Tecate,California,2505,US-Mexico Border,2022,Pedestrians,58854,32.576,-116.626,POINT (-116.626216 32.576428)
Derby Line,Vermont,0209,US-Canada Border,2019,Personal Vehicle Passengers,144918,45.006,-72.099,POINT (-72.099279 45.005739)
Northgate,North Dakota,3406,US-Canada Border,2019,Trucks,765,48.999,-102.275,POINT (-102.27475 48.998833)
Northgate,North Dakota,3406,US-Canada Border,2022,Trucks,283,48.999,-102.275,POINT (-102.27475 48.998833)
Douglas,Arizona,2601,US-Mexico Border,2020,Truck Containers Loaded,1432,31.334,-109.560,POINT (-109.560344 31.334043)
Roma,Texas,2310,US-Mexico Border,2020,Personal Vehicles,59453,26.404,-99.019,POINT (-99.018981 26.403928)
Vanceboro,Maine,0105,US-Canada Border,2021,Rail Containers Loaded,1647,45.569,-67.429,POINT (-67.428541 45.568761)
Dalton Cache,Alaska,3106,US-Canada Border,2019,Truck Containers Empty,114,59.451,-136.362,POINT (-136.361944 59.450556)
Boundary,Washington,3015,US-Canada Border,2020,Pedestrians,1,49.001,-117.628,POINT (-117.627583 49.00075)
Port Angeles,Washington,3007,US-Canada Border,2019,Buses,13,48.122,-123.431,POINT (-123.430694 48.121858)
Walhalla,North Dakota,3407,US-Canada Border,2019,Personal Vehicles,3801,49.000,-97.908,POINT (-97.908416 49.000472)
Nogales,Arizona,2604,US-Mexico Border,2021,Buses,416,31.333,-110.943,POINT (-110.942516 31.332839)
Porthill,Idaho,3308,US-Canada Border,2022,Personal Vehicles,4393,49.000,-116.499,POINT (-116.49925 48.999861)
Sumas,Washington,3009,US-Canada Border,2022,Truck Containers Loaded,10203,49.002,-122.265,POINT (-122.264805 49.002388)
Dalton Cache,Alaska,3106,US-Canada Border,2021,Personal Vehicles,62,59.451,-136.362,POINT (-136.361944 59.450556)
Eagle Pass,Texas,2303,US-Mexico Border,2022,Truck Containers Empty,5873,28.705,-100.512,POINT (-100.511977 28.705483)
Hidalgo,Texas,2305,US-Mexico Border,2020,Buses,442,26.095,-98.271,POINT (-98.271092 26.095032)
Sumas,Washington,3009,US-Canada Border,2019,Train Passengers,36,49.002,-122.265,POINT (-122.264805 49.002388)
Fortuna,North Dakota,3417,US-Canada Border,2021,Personal Vehicle Passengers,516,49.000,-103.809,POINT (-103.80925 48.999555)
International Falls,Minnesota,3604,US-Canada Border,2022,Pedestrians,278,48.608,-93.401,POINT (-93.401355 48.6078)
Fort Fairfield,Maine,0107,US-Canada Border,2022,Bus Passengers,14,46.765,-67.789,POINT (-67.789471 46.765323)
Calais,Maine,0115,US-Canada Border,2020,Rail Containers Loaded,72,45.189,-67.275,POINT (-67.275381 45.188548)
Pembina,North Dakota,3401,US-Canada Border,2022,Personal Vehicle Passengers,32161,49.000,-97.237,POINT (-97.237036 49.000453)
Pembina,North Dakota,3401,US-Canada Border,2021,Trucks,19758,49.000,-97.237,POINT (-97.237036 49.000453)
El Paso,Texas,2402,US-Mexico Border,2019,Personal Vehicles,933425,31.764,-106.451,POINT (-106.451188 31.764363)
Roosville,Montana,3318,US-Canada Border,2022,Trucks,681,49.000,-115.056,POINT (-115.056027 48.999638)
Pinecreek,Minnesota,3425,US-Canada Border,2021,Personal Vehicle Passengers,55,49.000,-95.978,POINT (-95.977694 48.999916)
Sumas,Washington,3009,US-Canada Border,2022,Trucks,12998,49.002,-122.265,POINT (-122.264805 49.002388)
Roma,Texas,2310,US-Mexico Border,2019,Truck Containers Loaded,200,26.404,-99.019,POINT (-99.018981 26.403928)
Blaine,Washington,3004,US-Canada Border,2021,Truck Containers Loaded,23189,48.994,-122.749,POINT (-122.748884 48.994045)
Skagway,Alaska,3103,US-Canada Border,2019,Truck Containers Empty,200,59.630,-135.164,POINT (-135.164444 59.629722)
Houlton,Maine,0106,US-Canada Border,2007,Trucks,7020,46.135,-67.781,POINT (-67.781288 46.134879)
Algonac,Michigan,3814,US-Canada Border,2022,Personal Vehicle Passengers,2732,42.618,-82.531,POINT (-82.5311 42.6183)
Blaine,Washington,3004,US-Canada Border,2021,Personal Vehicle Passengers,32905,48.994,-122.749,POINT (-122.748884 48.994045)
Opheim,Montana,3317,US-Canada Border,2019,Truck Containers Loaded,2,49.000,-106.378,POINT (-106.377583 48.999527)
